Tweets,Sentiment
" '@IpsShweta @BhishamSinghIPS आज के #कोरोना युग में अगर\n#Corona Virus को हराना है\nतो #Mask🎭पहनने के साथ ही\n#Immunity🙇\u200d♂️को भी बढ़ाना है\nरोज #योगा #प्राणायाम करना है\nसामाजिक #दूरी🕺🏿भी अपनाना है\n#हेल्थी🍎FOOD ही खाना है\nहाथों🙏को #Sanitized रखना है\n#Vaccine जरूर लगवाना है\nइन #नियमों✍️को सबको बताना है\n#RatanGupta',",neutral
" '@Nausainik1 @ArunAru13618385 ये #कोरोना को मानती नही...मेरी तरह 😂😂',",neutral
" '#कोरोना के खिलाफ एक बड़ा कदम उठाते हुए #प्रधानमंत्री_श्री_Narendra_Modi  जी के नेतृत्व वाली केंद्र सरकार ने टीकाकरण के दायरे को और बढ़ा दिया है।#अब आगामी 1 मई से 18 वर्ष के ऊपर के सभी लोग कोरोना का टीका ले सकते हैं। #पीएम मोदी जी व केंद्र सरकार का हृदय से आभार।🙏\n#ModiSarkar https://t.co/WueWceE88r',",positive
" '@RubikaLiyaquat अब #कोरोना के कारण दूसरे तरह के बीमार से ग्रसित लोगों का इलाज नही हो रहा है इसके लिए सरकार को एक सख्त कदम उठाने चाहिए जिससे जिससे #covid और जनरल बीमारी वाले लोगो का इलाज भी चलता रहे  स्थिति ठीक नही है लेकिन समाधान तो निकालना पड़ेगा।',",neutral
" 'कृपया सभी लोग अपने घरों के खिड़की दरवाज़े बंद कर लें #कोरोना नंगा हो कर सड़कों पर उतर चुका है #पुलिस बेबस #मीडिया वेंटिलेटर पर और #भाजपा चुनाव में है... https://t.co/B66jR1Pquk',",neutral
" '#बंगाल में सभी राजनीतिक दलों ने #कोरोना महामारी को देखते हुए चुनाव प्रचार किया बंद!\n🙏 सिवाय दो #RANGA &amp; #BILLA के https://t.co/WbrsjO0l7K',",neutral
" '#लखनऊ - ऑक्सीजन सिलेंडर\n\n#कोरोना #साथ_जुड़ें_सुरक्षित_रहें  #राजकमलबुक्स https://t.co/8xv8HwSvNq',",neutral
" '@AcharyaPramodk ऐसा कभी नहीं होगा...सच से इनको कोई सरोकार नहीं\nGo #corrona go\nमोदी मंत्र से हारेगा #कोरोना :::::अंधभक्त\nदिया मोमबत्ती टॉर्च या मोबाइल की फ्लैश लाइट जलाएं\n#coronavirus\xa0 पर विजय पाएं\nइस बार ये काम 2 बार करना है\nदूसरी लहर है भई #CoronaSecondWave \n\n#COVIDIOTS \nhttps://t.co/5LfqGclQ4T',",negative
" 'भिवानी महेन्द्रगढ़ से सासंद धर्मबीर सिंह जी की #कोरोना रिपोर्ट #पोजिटिव आई है। उनके जल्द स्वस्थ होने की कामना करते हैं।। और उनसे पीछले दिनो मुलाकात करने वाले अपना टेस्ट करवाये और अपने आपको आईसोलेट करें। https://t.co/CRL6eZrvOc',",neutral
" 'निरोध का विरोध कर हॉस्पिटल मांग रहे हैं चमचे जबकि 70 साल तक उन्ही के आकाओं ने ही हुकूमत किया है। हद है, जबतक जनसंख्या नियंत्रण नही तबतक कोई भी सरकार बनाकर आ जाये, हॉस्पिटल तो छोड़ो लाई चबैना भी नही अटा पायेगा।\n#कोरोना',",negative
" 'जो सुख छज्जु के चौबारे,ना बलख ना बुख़ारे\n\n#कोरोना लॉकडाऊन के चलते,प्रवासी मजदूर भाई फिर बिहार वापस जा रहे हैं\n\nराज्य सरकारों को इनके वापस जाने की व्यवस्था करनी चाहिए,इन्हें रोकें ना,\n\nवैसे भी रुकने वाले तो हैं नही,\n\nपिछले साल सबने बहुत रोका,मोदी को वोट ना दें,पर माने ही नहीं🤷\u200d♀️',",neutral
" 'वो फिर से भाग गए ""जमाती""\nअस्पताल से\n\nअब पता नही ये #जमाती कहां कहां #कोरोना 💣 विस्फोट करेंगे 😔\n\nस्तिथि भयावह है\n#मौलाना_साद को मीडिया के सामने आना चाहिए,\nऔर अपनी ज़िम्मेदारी निभानी चाहिए\n\n#CoronavirusPandemic \n#KumbhMela2021 https://t.co/2PWH2lsvYF',",negative
" 'एक न एक दिन ये #कोरोना चला ही जायेगा, हो सकता है #मै या हम लोगो में से #कुछ_लोग इस दुनिया में न रहें, \nमगर जो बच जाएं, वो एक बात जरूर सीखना और उसे कभी मत भूलना की हमारी आने वाली पीढ़ी को मंदिर, मस्जिद, चर्च नही, \nअच्छी #शिक्षा और #अस्पताल जरूरी है।\n\n#कडवा_है_मगर_सत्य_है',",neutral
" 'अस्पतालों की बदइंतजामी, चिता को तरसती लाशों और इलाज के लिए भटकते, गिड़गिड़ाते #कोरोना मरीज तथा उनके परिजनों की खबरें देख जो लोग #मीडिया को कोसते हैं, ये सलाह उनके लिए है। तत्काल अमल करें #COVIDSecondWave खत्म हो जाएगी। \nन कर सकें तो #MaskUp रहें।😷\n@dr_rajpurohit @umangmisra https://t.co/goNChGzmdw',",neutral
" 'बदहाली...#कोरोना के बढ़ते संक्रमण के बीच बंद पड़े #वैंटिलेटर बता रहे व्यवस्था का हाल... \n#CoronavirusIndia #CoronaSecondWave #coronavirus #CoronavirusPandemic #chhattisgarh #lockdown #lockdown2021 @HealthCgGov @MoHFW_INDIA @ChhattisgarhCMO \n\nhttps://t.co/ScUyned6JD',",neutral
" '#कोरोना को लेकर कोई भी समस्या है तो बेहिचक इन नंबरों पर कीजिए कॉल, #बिहार के ये 40 #डॉक्टर्स करेंगे आपकी मुफ्त में मदद....\nhttps://t.co/OgFK1EsYFn \n\n#BiharFightsCorona #BiharHealthDept  #Luther  #Rudra #tanmayfadnavis #AjayDevgn  #BiharHealthEmergency',",positive
" 'रैली कराओ #कोरोना भगाओ #ModiResign #ModiMadeDisaster #migrantworkers #COVIDIOTS #coronavirus #COVIDSecondWave #COVID #EC_Cheats_India #PMDoesNotCare #highcourt #वाराणसी',",negative
" '*#कोरोना के बढ़ते मामलों को देखते हुए यूपी सरकार का बड़ा फ़ैसला । यूपी में होगा वीकेंड लॉक डाउन। शनिवार और रविवार दोनों दिन बंदी रहेगी। इसी के साथ पूरे प्रदेश में नाईट कर्फ़्यू की घोषणा* ।',",neutral
" 'मोदी जी से अनुरोध है कुछ भी करे, लेकिन किसी भी तरह #भारतीय_सेना को इस #कोरोना से दूर रखे,\n\nहवाई मदद के सिवाय और कोई मदद ने ले सेना से #कोरोना के रोकथाम के लिए।\n\n🙏🙏 https://t.co/pKGC8LYoMm',",neutral
" 'सहरसा में महिला एवं बाल विकास मंत्रालय द्वारा संचालित चाइल्ड लाइन सब सेंटर की टीम ने महादलित बस्ती में #मास्क एवं साबुन का वितरण किया और #कोरोना संक्रमण से बचाव के लिये लोगों को जागरुक किया \n#IndiaFightsCorona\n@PIB_Patna @AIRNewsHindi @airnews_patna @MinistryWCD https://t.co/6UXxKJgdI6',",neutral
" '#कोरोना को लेकर बिहार के सारण से बड़ी खबर, रिमांड होम में कोरोना ब्लास्ट... #CoronaBlast #CoronaUpdateBihar #CoronaNewsBihar\nhttps://t.co/2bXLUAnykn',",neutral
" 'उप्र सरकार की याचिका पर सुनवाई,सर्वोच्च न्यायालय आज ही करेगा सुनवाई, \n\nउप्र सरकार ने 5 शहरों में लॉकडाउन लगाने के #प्रयागराज_उच्च_न्यायालय के आदेश को #सर्वोच्च_न्यायालय में दी है चुनौती।\n\n#कोरोना',",neutral
" '#COVID19 | भारत में विश्व का सबसे बड़ा टीकाकरण अभियान! \n\n#कोविड१९ का टीका लगवाने के लिए https://t.co/CK6a7bDQZG या आरोग्य सेतु एप पर रजिस्टर करें 💉\n\nसफाई भी, दवाई भी, कड़ाई भी - जीतेंगे #कोरोना से लड़ाई भी!💪\n\n#Unite2FightCorona #We4Vaccine #LargestVaccineDrive https://t.co/LUM6Tec0Gh',",positive
" 'एक विद्यार्थी का रोते हुए फोन आयाकि मेरे पिताजी की ऑक्सीजन कम हो रही है हॉस्पिटल में बेड दिलवाओ\nऐसे #कोरोना के लिये हॉस्पिटल में बेड इंजेक्शन के लिये फोन आरहे है\nहम मदद के लिये प्रयासरत है\nहॉस्पिटल में जा रहे है तो देखने को मिल रहा है\nपरिस्थितियों के हिसाब से व्यवस्था बहुत कम है https://t.co/wFBSHOpGMB',",neutral
" '@RaviKum55378173 @ashokgehlot51 #नर्सेज_भर्ती_2013_की_नियुक्ति_दो #कोरोना की गंभीरता को देखते हुए राजस्थान सरकार द्वारा जो भी #प्रयास_किए_जा_रहे_हैं_वो_शानदार है जय जय राजस्थान.आप से निवेदन है कि #नर्सिंग_भर्ती_2013 की पदस्थापन सूची अतिशीघ्र जारी करे  @ashokgehlot51 @SachinPilot @RaghusharmaINC',",positive
" '#कोरोना कहर के बाद जान जोखिम वाली चुनावी रैलियों &amp; रोड शो की सारी अनुमतियों को #चुनावआयोग द्वारा तुरंत निरस्त करना चाहिए. आम जनता की तरह नेताओं &amp; पार्टियों पर क़ानून के उल्लंघन पर जुर्माना &amp; अदालती अवमानना की कारवाई हो #RuleOfLaw #TMC #Congress #BJP 4/4 \nhttps://t.co/SJjOQQHbcR',",neutral
" '@goonjabhivyakti #कोरोना के आ जाने से #इश्क मर नहीं जाता,\nवो #जयपुर नहीं आती, मैं #अलवर नहीं जाता🤗',",neutral
" 'दिल्ली की @ArvindKejriwal सरकार ,\n\n#कोरोना के बढ़ते हूए संक्रमण के साथ योद्धा की तरह लड़ रही है, \n\nCM,DCM और मंत्री साहिबान,दिन रात मेहनत कर रहे हैं,\n\nऔर अस्पतालों में बेड्स की संख्या लगातार बढ़ाई जा रही है, ताकि जनता और मरीज़ों को तकलीफ ना हो, https://t.co/6qsXnTNpfN',",positive
" '#फिर_भी_माफ_कर_देना_मॉं..\nसिस्टम की सच्चाई दिखा रही यह हृदयविदारक तस्वीर PM #मोदी के संसदीय क्षेत्र #वाराणसी की है जहां ईलाज के अभाव में एक बेटे ने अपनी बेबस माँ की कदमों में तड़प-तड़प कर दम तोड़ दिया। बावजूद इसके जिम्मेदारों को शर्म नहीं आती,फिर भी माफ कर देना माँ.. 2/2\n#कोरोना https://t.co/2alvxE8xo0',",negative
" '#फिर_भी_माफ_कर_देना_माँ....\nजिस माँ के पैरों में संतान की जान निकल जाए उस माँ का क्या हाल होगा...इस बात का अंदाज हम और आप नहीं लगा सकते, सिर्फ और सिर्फ संवेदना ही प्रकट कर सकते है। ....1/2\n  #कोरोना #COVIDSecondWaveInIndia https://t.co/3CLJMpvkAA',",neutral
" 'अपर पुलिस अधीक्षक, कासगंज श्री आदित्य प्रकाश वर्मा की धर्मपत्नी श्रीमती सीमा का #कोरोना के कारण असमय देहांत हो गया। पुलिस परिवार की इस असीम क्षति पर #ADGZoneAgra @Rajeevkrishna69 ने गहरा दुख व्यक्त करते हुए IPS श्री आदित्य को सांत्वना दी।\n@dgpup\n@Uppolice\n@kasganjpolice',",neutral
" '@GbrTeenu @RaghusharmaINC @drsubhashg @TheUpenYadav @1stIndiaNews @RajCMO @RajGovOfficial @ARBRS901 #कोरोना_भर्ती\nरेडियोग्राफर_लैब_टेक्नीशियन का #अन्तिम_परिणाम जारी करो\nअब तो #कोरोना भी बढ़ रहा है\nऔर आपके पास स्टाफ भी नहीं है 60% पद खाली 🙄\n@RaghusharmaINC\n@drsubhashg\n@TheUpenYadav\n@1stIndiaNews\n@AnchorSolanki\n@manojpehul\n@sanjayyadavij\n@RajCMO\n@RajGovOfficial\n@ARBRS901  🙏🙏🙏',",negative
" 'भारत में लोग #कोरोना को बड़े हल्के में ले रहे हैं \nनतीजा आज ये है कि अस्पताल से लेकर शमशान तक लाशें पटी पड़ी हैं \nअभी भी समय है संभल जाओ \nवैसे शाम होते ही दारू की लाइन में खड़े मिलते हैं \nकिंतु 15 दिन घर बैठने को बोलो तो गरीब खायेगा क्या ?\nसरकार से सवाल करते हैं',",negative
" 'कोरोना से हो रही इन मौतों को कोई नहीं रोक सकता है। हर दिन बहुत से लोगों की मौत हो रही है। लोग जब बुजुर्ग हो जाते हैं तो उन्हें मरना भी पड़ता है- प्रेम सिंह पटेल (मंत्री, मध्य प्रदेश सरकार, भारतीय जनता पार्टी,)\n@SirRavishFC @kunal492001 #रिट्वीट #कोरोना_काल_देश_बेहाल #कोरोना',",neutral
" '#किशनगंज- 65 नए #कोरोना मरीज की हुई पुष्टि',",neutral
" '#यूपी में #लॉकडाउन नहीं, सख़्ती और सतर्कता के हथियार से यूपी देगा #कोरोना को मात,\nयूपी में #वीकेंड_लॉकडाउन,\n#सीएम ने समीक्षा बैठक में आदेश दिया,\nवीकेंड लॉकडाउन यानिकि शनिवार और रविवार लॉकडाउन रहेगा लागू,\nजरूरी सेवाओं को छोड़कर सब #बंद रहेगा...',",neutral
" 'पिछले 1 साल से कोरोना संकेत दे रहा था अस्पताल बढ़ा लो, डॉक्टर बढ़ा लो, दवा बढ़ा लो, वेंटीलेटर बढ़ा लो, एम्बुलेंस बढ़ा लो ऑक्सीजन उत्पादन बढ़ा लो, \nउन्होंने दाढ़ी बढ़ा ली ।\n@SirRavishFC @kunal492001 @ProfDrDeviSingh #कोरोना_काल_देश_बेहाल #कोरोना',",neutral
" 'कोर्ट ने #बिहार में #कोरोना संकट के बीच स्वास्थ्य सुविधाओं की हालात जानने के लिए राज्य मानवाधिकार आयोग के अध्यक्ष व एआईआईएमएस के डायरेक्टर को एन एम सी एच का जायजा लेने को कहा।साथ ही कोविड के ईलाज कर रहे अस्पतालों में उपलब्ध सुविधाओं की जांच कर रिपोर्ट तलब किया है।\n#पटना',",neutral
" 'https://t.co/qHyGsuWKhC\nबच्चो को संक्रमण न हो, इसके लिए हमें क्या करना चाहिए?(कोरोनापासून लहान मुलांचा बचाव कसा कराल आणि काळजी कशी घ्याल ?) #Blog #कोरोना #कोरोना_काल_देश_बेहाल #कोरोना_हारेगा_जीतेगा_हिंदुस्तान #blogger #Blogs #blogpost #BLOGOS #bloggingtips #CoronavirusIndia https://t.co/FAaEXQMTCy',",neutral
" '@BrajeshYadavSP #यूपी सरकार को बड़ी राहत..पर #कोरोना से मरते लोगों की आफ़त \nसुप्रीम कोर्ट ने इलाहाबाद हाईकोर्ट के फैसले पर रोक लगाई..\nयूपी के 5 शहरों में लॉकडाउन लगाने के आदेश को यूपी सरकार ने सुप्रीम कोर्ट में दी थी चुनौती..',",neutral
" '#कोरोनायोद्धा के लिए बुरी खबर\n\n#कोरोना #Corona #कोरोना_हारेगा_जीतेगा_हिंदुस्तान \n\nhttps://t.co/tpzQ9Dfp14कोरोना-योद्धआों-के-लिए-बु-2283/',",neutral
" '#कोरोना के महामारी के लड़ने के खिलाफ प्रधानमंत्री नरेंद्र मोदी जी का कल्याणकारी फैसला,18 वर्ष आयु से अधिक हर व्यक्ति को #टीकाकरण की शुरुआत.1 मई से प्रारंभ हो रहे इस अभियान में आप सभी भाग लें. टीकाकरण कराकर अपना और अपने परिवारजनों को कोरोना के इस लड़ाई में विजय बनाएं.\n#manishsinha https://t.co/2VATjxkNCX',",positive
" '@ku_gotta \nनमस्कार साथियों\n👉 मौत का ताण्डव (#कोरोना) चल रहा है..\nअब रूठना लड़ना बन्द किजिए..!\n👉 घर रहें सुरक्षित रहें..\n👉 पुरानी पेंशन संघर्ष के लिए ट्वीट करते रहें..\n👉 एक-दुसरे से जुड़े..\n👉 अपना दायरा बढाये..\n👉 Follow @NandsinghMerti1\n100% FB\n#पुरानी_पेंशन_लागू_करो',",neutral
" 'सभी देश के प्रधानमंत्री कोरोना से लड़ रहे हैं और हमारा वाला ममता बनर्जी से लड़ रहा हैं\n#कोरोना_काल_देश_बेहाल\n#ModiResignOrRepeal \n#कोरोना_हारेगा_जीतेगा_हिंदुस्तान #कोरोना #CoronavirusIndia #CoronaSecondWave #COVIDSecondWaveInIndia #CoronaWarriors \n@myogioffice @PMOIndia',",neutral
" 'घबराएं नहीं पिछले 19 दिनों में #राजस्थान में #Covid19 #कोरोना के 27000 से ज्यादा मरीज #Recover हो चुके हैं!!\n#मिलकर मुकाबला करें!\n#जनता_अनुसाशन_पखवाड़ा का पालन कर कोरोना को हराना है!!\n@ashokgehlot51 \n@SachinPilot \n@MukeshBhakar_ https://t.co/yvdEzgBc8g',",positive
" 'आत्मनिर्भर भारत।\n#आत्मनिर्भर \n#कोरोना #कोरोना_काल_देश_बेहाल #Covid https://t.co/oN0TtL67qc',",neutral
" '@bstvlive बाक़ी दिन #कोरोना काम में बिज़ी रहता है । सिर्फ़ छुट्टी वाले दिन वो भी बाहर निकलता है',",neutral
" 'https://t.co/JnXHzPV2TW\n👆👆👆\n@smritiirani जी आजकल कहां हैं आप मंहगाई नहीं दिख रही है।\n#कोरोना की आड़ में सब बेच दो मंहगाई बड़ा दो पूछने वाला कौन...',",neutral
" '#मोदी जी 🙏का बहुत-बहुत धन्यवाद 1 साल पहले जो  #lockdown लगाया था नहीं तो आज #कोरोना के आज #corona के केस आ रहे हैं उसे 10 गुना अधिक case आते👍',",positive
" '#कोरोना पर नियंत्रण पाने के लिए मध्यप्रदेश के मुख्यमंत्री @ChouhanShivraj का गुरूमंत्र..\n👇🥳🥳 https://t.co/EudTDSmIcm https://t.co/SXnVwvVNxj',",neutral
" 'इतने जनप्रतिनिधि #काशी में कर क्या रहे हैं \nमेरा सभी #जनप्रतिनिधिओ से निवेदन हैं की इस #कोरोना काल मे जनता के लिए आगे आए और इस तरीक़े की #समस्याओं का तुरंत #निस्तारण करवायें जिससे #जनता के बीच एक अच्छा #संदेश जाए .\n\nमहादेव रक्षा करें..\n\n!! दो गज की दूरी !!\n!! मास्क हैं ज़रूरी !! https://t.co/4cFkcKg606',",positive
" 'यह है, नीतीश कुमार का बिहार।\n#कोरोना_काल_देश_बेहाल #कोरोना https://t.co/PIuGpIj2uK',",neutral
" '#BreakingNews कोरोना के बढ़ते मामलों को देखते हुए यूपी सरकार का बड़ा फ़ैसला । यूपी में होगा वीकेंड लॉक डाउन। शनिवार और रविवार दोनों दिन बंदी रहेगी। इसी के साथ पूरे प्रदेश में नाईट कर्फ़्यू की घोषणा \n#lockdown #COVID19 #कोरोना',",neutral
" '@SonuSood उजड़ रहे है शहर, बस रहे है गांव...\nमजबूरी है ऐसी, नहीं है कोई काम।\n#कोरोना',",negative
" 'मुंबई के मलाड में ""ऑक्सीजन मैन"" शाहनवाज शेख लोगों को मुफ्त में ऑक्सीजन सिलेंडर मुहैया करा रहे हैं ।\n#कोरोना\n#Covid\n https://t.co/y9nZPfOgkH',",positive
" '@INCMP याद रहे..\nआपको #कोरोना के साथ कोरोना के रिश्तेदारों से भी बचना है..\nजो इस देश मे 70 सालों से महामारी बनकर जमे हुए हैं।\n#गाँडीपरिवार',",negative
" '@AIRNewsHindi #सरकारी मास्टर पिछले साल #कोरोना के दौरान मात्र #सुचना देने का मोटा वेतन उठाते रहे। यानी #नाई का काम करने का मोटा वेतन।\nसुचना में ये बताना होता था कि बाहर से कोई आये तो उसको क्वारानटाइन करना ।\nजब #बच्चे ही नही आ रहे तो किस बात का मोटा वेतन । https://t.co/162vo6CWA5',",neutral
" '@OfficeofSSC #MadhyaPradesh; #Indore में 100 बेड का कोविड केयर सेंटर तैयार है, खाली पड़ा है जबकि शहर में लोग एक-एक बेड को भटक रहे हैं। \n\nकांग्रेस विधायक संजय शुक्ला का आरोप है कि ये सेंटर मंत्री द्वारा उद्घाटन की प्रतीक्षा कर रहा है। सज्ञान लें\n\n@CMMadhyaPradesh \n\n#कोरोना #कोरोनावायरस https://t.co/FgWObHrN49',",neutral
" '#मध्यप्रदेश में #कोरोना  की वर्तमान स्थिति  को देखते हुए मध्यप्रदेश मे तुरंत #राष्ट्रपति_शासन लगाना अत्यंत आवश्यक है\n  इलाज के नाम पर सिर्फ घोषणाएं @RahulGandhi @OfficeOfKNath @digvijaya_28 @laxmanragho @JVSinghINC @DrSTripathi_JHS  @rashtrapatibhvn @INCMP @ArunsoniINC @BJP4MP',",neutral
" '#ModiResign\n#NoVoteToBJP\nसरकार Lockdown क्यों नहीं डाल रही है क्योंकि चुनाव है ओर Income?\nजनताकी कोई फिक्र नहीं है \nमरती हो तो मरे जनता\n#ModiMadeDisaster\n#कोरोना का कोई हल नहीं है \n#Modi रैलियों मे व्यस्त है\n#BJP + #मोदी से \n#EVM &amp; #गोदिमीडिया ही खुश है\nबाक़ी पूरा देश🇮🇳 नाराज़ है https://t.co/5eEEPgaeaE',",negative
" '@SidharthNSingh @myogiadityanath @JPNadda @rajnathsingh @ArunSinghbjp क्यों #जौनपुर निवासियों को अच्छे इलाज के लिए #वाराणसी व अन्य महानगर जा कर कतार लगाने के लिए विवश होना पड़ता है? @narendramodi @drharshvardhan\nकब तक?@JPNadda #कोरोना\nइस मां की विपदा पढिए👇@UPGovt @AwasthiAwanishK @74_alok @shalabhmani @swatantrabjp @DrKumarVishwas @yadavakhilesh https://t.co/tejR2jJbTx',",neutral
" 'रमज़ान के पाक महीने में नमाज़ियों को #कोरोना से बचाने के लिए #चौहान_बांगर वार्ड की मस्जिदों के बाहर चौधरी ज़ुबैर अहमद के आदेश पर सैनिटाइजर का छिड़काव किया जा रहा है\nसुरक्षा के लिए सावधानी ज़रूरी है @INCDelhi https://t.co/EOQVqi5ihf',",neutral
" 'आप सभी को #दुर्गा_अष्टमी की हार्दिक शुभकामनाएं। आदिशक्ति जगतजननी माँ दुर्गा हम सभी को #कोरोना संकट से शीघ्र मुक्ति प्रदान करे मैं यही प्रार्थना के साथ सभी देशवासियों के आरोग्य एवं दीर्घायु जीवन की कामना करती हूँ।🙏🙏\n#जय_माता_दी 🚩\n#DurgaAshtami https://t.co/5NUAw9l0FX',",positive
" '#यूपी सरकार को बड़ी राहत..पर #कोरोना से मरते लोगों की आफ़त \nसुप्रीम कोर्ट ने इलाहाबाद हाईकोर्ट के फैसले पर रोक लगाई..\nयूपी के 5 शहरों में लॉकडाउन लगाने के आदेश को यूपी सरकार ने सुप्रीम कोर्ट में दी थी चुनौती..',",neutral
" '#कोरोना आपको-हमें शारीरिक रूप से बीमार करने से पहले मानसिक रूप से बीमार कर रहा है। \nडरे कम सावधानी ज़्यादा बरतें \nख़ासकर बच्चों के मामले में क्योंकि महामारी की मार मासूमों पर ज़्यादा पड़ रही है।\n\n#WearAMask \n#FightAgainstCOVID19 \n\n#MyReport✍🏻 👇🏻 https://t.co/nxlywG8nE8',",neutral
" 'क्या #कोरोना #भारत से ऊंच नीच का भेदभाव खत्म कर सकता है ??\n#कोविड \n#COVID19 \n#coronavirus \n#coronavirusindia \n#CoronaVirusUpdates \n#CoronavirusLockdown \n#Covid19India \n#COVID19outbreak \n#CoronavirusPandemic https://t.co/RvxdDLh7p0',",neutral
" 'UP के 5 शहरों में फिलहाल नहीं लगेगा लॉकडाउन। इलाहाबाद हाईकोर्ट के फैसले पर सुप्रीम कोर्ट की अंतरिम रोक। इलाहाबाद, गोरखपुर, कानपुर शहर, लखनऊ और वारणासी में लॉकडाउन का दिया था हाईकोर्ट ने आदेश। #लॉकडाउन #कोरोना_काल_देश_बेहाल #कोरोना',",neutral
" 'प्रिय @ArvindKejriwal जी\n#कोरोना पेशेंट के लिए बेड बढ़ाना है\nटीवी पर एड नहीं बढ़ाना..\n@BJP4Delhi',",neutral
" 'सरकार चाहे केंद्र की हो या राज्य की ? \nजब तक मुस्लिम तुष्टिकरण की नीति नहीं त्यागेगी देश से #कोरोना कभी खतम नहीं होगा\nकोरोना को खतम करना है तो मस्जिद दरगाह  मजार सड़कों पर सार्वजनिक स्थानों पर सामुहिक नमाज सब बंद करना होगा तबलीगी जमात पर आजतक कार्यवाही नहीं हुई है!!',",negative
" 'दिल्ली में दिल्ली सरकार के अस्पतालों का बुरा हाल। कोई मॉनिटरिंग नहीं, मरीजो को बेवजह परेशान किया जा रहा। दिल्ली सरकार के अपने ही अस्पताल दिल्ली सरकार की नहीं सुन रहे तो प्राइवेट अस्पताल कहा सुनेंगे @ArvindKejriwal #कोरोना #Corona #कोरोना_काल_देश_बेहाल #coronavirus #CoronaPandemic',",negative
" '-क्या आपके पडोस में या आपका परिचित कोई कोराना पॉजिटिव हुआ है  नहीं हुआ होगा\n- क्या आपने कोरोना संक्रमित व्यक्ति को देखा है जिसे आप जानते हो ओर वो  कोविड से मर चुका है -नही\n- क्या आपने ऐसा कोई कोविड का मरीज देखा जो अस्पताल पहुंचने से पहले मर गया ऐसा केस भी नहीं देखा होगा\n#कोरोना',",neutral
" '#Anandvihar #केजरीवाल सरकार #वेंटिलेटर पर है, #कोरोना से सीधी लड़ाई  #नगर निगम लड़ रहा है #कुसुम तोमर भाजपा पार्षद \n #यूपी_बिहार के लोगों से केजरीवाल हमेशा छल कपट करते हैं https://t.co/sB9Du9j7Hy',",negative
" ""'तुम' और 'मैं' हार सकते हैं, हम नही।\nइस #कोरोना महामारी में अपने आसपास लोगो की मदद करें।"",",positive
" '#कोरोना_भर्ती\nरेडियोग्राफर_लैब_टेक्नीशियन का #अन्तिम_परिणाम जारी करो\nअब तो #कोरोना भी बढ़ रहा है\nऔर आपके पास स्टाफ भी नहीं है 60% पद खाली 🙄\n@RaghusharmaINC\n@drsubhashg\n@TheUpenYadav\n@1stIndiaNews\n@AnchorSolanki\n@manojpehul\n@sanjayyadavij\n@RajCMO\n@RajGovOfficial\n@ARBRS901  🙏🙏🙏',",neutral
" '#कोरोना के खिलाफ लड़ाई में तत्परता से कार्य कर रही प्रदेश सरकार\n\n• अन्य जिलों या प्रदेश से आने वाले यात्रियों के आगमन पर जिला प्रशासन की ओर से कराई जा रही स्क्रीनिंग\n\n• यात्रियों की स्क्रीनिंग के साथ ही दर्ज होगा संपूर्ण विवरण \n\n #IndiaFightsCorona https://t.co/kPMJ3YCXpV',",neutral
" 'क्यो न मोदी जी कोरोना को #ओलम्पिक में शामिल कर दिया जाए और एक #मैराथन प्रतियोगिता रख दी जाये कि कौन सा #मजदूर सबसे ज्यादा किलोमीटर चलेगा जो जीतेगा उसे #कोरोना अवार्ड दिया जायेगा क्या ऐसा कर सकते है मोदी जी कठिन प्रश्न है आपके लिए लेकिन आप कर लेगें',",neutral
" '#कब_होगा_न्याय @ashokgehlot51 महोदय #कोरोना का ग्राफ लगातार बढ़ रहा #रेडियोग्राफर_लैब_टेक्नीशियन_भर्ती_पूर्ण_करें_सरकार तथा जल्द पैरामेडिकल अभ्यर्थियों की फाइनल सूची जारी कर नियुक्ति दी जाए।\n@RaghusharmaINC @zeerajasthan_ @manojpehul @TheUpenYadav @BhawaniRPSU',",neutral
" '@1sachin0 वाह रे वाह 😡\nनोटबंदी में सबको याद है लाइन में कैसे मरे 😡पर दिल्ली वालों को अच्छे से पता है कि कैसे #कोरोना से बचना हैं 😡😡मुफ्तखोरों शर्मकरो',",negative
" 'मुज़फ्फरनगर। वरिष्ठ @BJP4MZN नेता संजय अग्रवाल मेरठ में प्राइवेट हॉस्पिटल में भर्ती हो गये। बीते कुछ दिन पहले परिवार के 3 सदस्यों सहित #कोरोना रिपोर्ट पॉजिटिव आई थी।\xa0\n\nउन्होंने निवेदन किया है उनके नम्बर पर फोन कॉल ना करे। https://t.co/pe0Eeoc21F',",neutral
" '#कोरोना_भर्ती\nरेडियोग्राफर_लैब_टेक्नीशियन का #अन्तिम_परिणाम जारी करो\nअब तो #कोरोना भी बढ़ रहा है\nऔर आपके पास स्टाफ भी नहीं है 60% पद खाली 🙄\n@RaghusharmaINC\n@drsubhashg\n@TheUpenYadav\n@1stIndiaNews\n@AnchorSolanki\n@manojpehul\n@sanjayyadavij\n@RajCMO\n@RajGovOfficial\n@ARBRS901',",neutral
