index,LIST_OF_WORDS,POS,NEG,POS_TAG
3083,विपथगामी,0,1,a
3084,विप्लव,0,1,a
3085,विफलताओं,0,1,a
3086,विफलता,0,1,a
3087,विफल,0,1,a
3088,विभाजित,0,1,a
3089,विभेदक,0,1,a
3090,विभेद,0,1,a
3091,विभेदकरना,0,1,a
3092,विमार्गदर्शन,0,1,a
3093,विमुख,0,1,a
3094,वियोग,0,1,a
3095,विराग,0,1,a
3096,विरूपण,0,1,a
3097,विरोधात्मक,0,1,a
3098,विरोधाभासों,0,1,a
3099,विरोधाभास,0,1,a
3100,विरोधी,0,1,a
3101,विरोधीकब्जे,0,1,a
3102,विरोधीप्रसार,0,1,a
3103,विरोध,0,1,a
3104,विरोधकिया,0,1,a
3105,विरोधप्रदर्शन,0,1,a
3106,विलंबता,0,1,a
3107,विलंबित,0,1,a
3108,विलंब,0,1,a
3109,विलम्बित,0,1,a
3110,विलाप,0,1,a
3111,विलापकरना,0,1,a
3112,विलोपन,0,1,a
3113,विवश,0,1,a
3114,विवादग्रस्त,0,1,a
3115,विवादास्पद,0,1,a
3116,विवादी,0,1,a
3117,विवाद्य,0,1,a
3118,विवाद,0,1,a
3119,विवेकहीन,0,1,a
3120,विश्रंभी,0,1,a
3121,विश्वासघाती,0,1,a
3122,विश्वासघात,0,1,a
3123,विषमताएं,0,1,a
3124,विषमता,0,1,a
3125,विषमय,0,1,a
3126,विषम,0,1,a
3127,विषाक्ततापूर्वक,0,1,a
3128,विषाक्त,0,1,a
3129,विषादपूर्वक,0,1,a
3130,विषाद,0,1,a
3131,विषैला,0,1,a
3132,विष,0,1,a
3133,विसंगतियों,0,1,a
3134,विसंगत,0,1,a
3135,विस्थापित,0,1,a
3136,विस्फोटक,0,1,a
3137,विस्फोट,0,1,a
3138,विहीन,0,1,a
3139,विह्वल,0,1,a
3140,वीभत्स,0,1,a
3141,वीरानी,0,1,a
3142,वृद्धा,0,1,a
3143,वृहदाकार,0,1,a
3144,वेग,0,1,a
3145,वेश्या,0,1,a
3146,वैलक्षण्य,0,1,a
3147,व्यंग्यपूर्वक,0,1,a
3148,व्यंग्यात्मक,0,1,a
3149,व्यंग्य,0,1,a
3150,व्यग्र,0,1,a
3151,व्यथा,0,1,a
3152,व्यथित,0,1,a
3153,व्यर्थ,0,1,a
3154,व्यवधान,0,1,a
3155,व्यसनी,0,1,a
3156,व्यस्त,0,1,a
3157,व्याकुलता,0,1,a
3158,व्याकुल,0,1,a
3159,व्यामोह,0,1,a
3160,शंकास्पद,0,1,a
3161,शंका,0,1,a
3162,शक्की,0,1,a
3163,शक्तिहिन,0,1,a
3164,शक्तिहीन,0,1,a
3165,शत्रुतापूर्ण,0,1,a
3166,शत्रुता,0,1,a
3167,शपथपूर्वक,0,1,a
3168,शब्दाडंबरपूर्ण,0,1,a
3169,शराबी,0,1,a
3170,शरारतपूर्ण,0,1,a
3171,शरारती,0,1,a
3172,शर्मनाक,0,1,a
3173,शर्मिंदा,0,1,a
3174,शल्कीभवन,0,1,a
3175,शापित,0,1,a
3176,शाप,0,1,a
3177,शायद,0,1,a
3178,शार्क,0,1,a
3179,शिकंजा,0,1,a
3180,शिकन,0,1,a
3181,शिकायतों,0,1,a
3182,शिक्षादेना,0,1,a
3183,शिथिलता,0,1,a
3184,शीशाघर,0,1,a
3185,शुबहा,0,1,a
3186,शूकरशाला,0,1,a
3187,शून्यता,0,1,a
3188,शून्यमनस्क,0,1,a
3189,शेख़ी,0,1,a
3190,शैतानी,0,1,a
3191,शैतान,0,1,a
3192,शोकपूर्वक,0,1,a
3193,शोकाकुल,0,1,a
3194,शोकान्वित,0,1,a
3195,शोक,0,1,a
3196,शोककरना,0,1,a
3197,शोकमनाना,0,1,a
3198,शोचनीय,0,1,a
3199,शोरगुल,0,1,a
3200,कोलहल,0,1,a
3201,शोरग़ुल,0,1,a
3202,शोषण,0,1,a
3203,शोषित,0,1,a
3204,श्रांत,0,1,a
3205,षड़यंत्रपूर्ण,0,1,a
3206,षड्यंत्रकारियों,0,1,a
3207,षड्यंत्रकारी,0,1,a
3208,षड्यंत्र,0,1,a
3209,सँकरा,0,1,a
3210,संकटमय,0,1,a
3211,संकट,0,1,a
3212,संकोची,0,1,a
3213,संक्रमण,0,1,a
3214,संक्रमित,0,1,a
3215,संक्रामक,0,1,a
3216,संक्षारक,0,1,a
3217,संगदिल,0,1,a
3218,संघर्ष,0,1,a
3219,संघर्षकरना,0,1,a
3220,संतप्त,0,1,a
3221,संत्रस्त,0,1,a
3222,संत्रास,0,1,a
3223,संदिग्ध,0,1,a
3224,संदेहवादी,0,1,a
3225,संदेह,0,1,a
3226,संभावना,0,1,a
3227,संभाषण,0,1,a
3228,संभ्रांति,0,1,a
3229,संशय,0,1,a
3230,सकपट,0,1,a
3231,सकल,0,1,a
3232,सख़्त,0,1,a
3233,सख्ती,0,1,a
3234,सख्त,0,1,a
3235,सज़ादेना,0,1,a
3236,सड़ांध,0,1,a
3237,सड़ाहुआ,0,1,a
3238,सतत,0,1,a
3239,सतही,0,1,a
3240,सताते,0,1,a
3241,सताना,0,1,a
3242,सत्तावादी,0,1,a
3243,सत्ताशील,0,1,a
3244,सदर्प,0,1,a
3245,सदोष,0,1,a
3246,सनकी,0,1,a
3247,सनक,0,1,a
3248,सन्निकटता,0,1,a
3249,सबसेखराब,0,1,a
3250,समस्याओं,0,1,a
3251,समस्यात्मक,0,1,a
3252,समस्या,0,1,a
3253,सर्द,0,1,a
3254,सर्वाधिकारी,0,1,a
3255,सवंलित,0,1,a
3256,सांप,0,1,a
3257,साजिश,0,1,a
3258,सारहीन,0,1,a
3259,सावधान,0,1,a
3260,साहीकाकाँटा,0,1,a
3261,सिंक,0,1,a
3262,सिंड्रोम,0,1,a
3263,सिकुडन,0,1,a
3264,सिड़,0,1,a
3265,सिरदर्द,0,1,a
3266,सिसकी,0,1,a
3267,सींचना,0,1,a
3268,सीमाएं,0,1,a
3269,सीमाओं,0,1,a
3270,सीमा,0,1,a
3271,सीमित,0,1,a
3272,सुअर,0,1,a
3273,सुनसान,0,1,a
3274,सुन्न,0,1,a
3275,सुलगनेवाला,0,1,a
3276,सुलझाना,0,1,a
3277,सुलझाया,0,1,a
3278,सुवेश,0,1,a
3279,सुस्ती,0,1,a
3280,सुस्पष्टता,0,1,a
3281,सूखना,0,1,a
3282,सूखा,0,1,a
3283,सूजन,0,1,a
3284,सूना,0,1,a
3285,सेवक,0,1,a
3286,सैलाब,0,1,a
3287,स्क्वॉश,0,1,a
3288,स्खलित,0,1,a
3289,स्टंप्ड,0,1,a
3290,स्तंभित,0,1,a
3291,स्थूलता,0,1,a
3292,स्र्ग्ण,0,1,a
3293,स्लैशिंग,0,1,a
3294,स्वच्छंद,0,1,a
3295,स्वमतत्यागी,0,1,a
3296,स्वार्थी,0,1,a
3297,स्वार्थ,0,1,a
3298,हंगामों,0,1,a
3299,हंसीउड़ाना,0,1,a
3300,हकलाना,0,1,a
3301,हक्काबक्का,0,1,a
3302,हटना,0,1,a
3303,हठधर्मी,0,1,a
3304,हठपूर्वक,0,1,a
3305,हठीपन,0,1,a
3306,हठी,0,1,a
3307,हठ,0,1,a
3308,हड़ताल,0,1,a
3309,हड़पना,0,1,a
3310,हड़पनेवाला,0,1,a
3311,हतप्रभना,0,1,a
3312,हताश,0,1,a
3313,हताहत,0,1,a
3314,हतोत्साह,0,1,a
3315,हत्यारा,0,1,a
3316,हत्याकरना,0,1,a
3317,हथकंड,0,1,a
3318,हमला,0,1,a
3319,हरकत,0,1,a
3320,हराना,0,1,a
3321,हरामी,0,1,a
3322,हर्जाना,0,1,a
3323,हल्का,0,1,a
3324,हवाभराहुआ,0,1,a
3325,हस्तक्षेप,0,1,a
3326,हांफी,0,1,a
3327,हाथापाई,0,1,a
3328,हानिकर,0,1,a
3329,हानिकारक,0,1,a
3330,हानि,0,1,a
3331,हारे,0,1,a
3332,हार्डलाइन,0,1,a
3333,हार्डहिट,0,1,a
3334,हास्यास्पद,0,1,a
3335,हिंसक,0,1,a
3336,हिचकिचाहट,0,1,a
3337,हिमस्खलन,0,1,a
3338,हिम्मततोड़नेवाला,0,1,a
3339,हिसात्मक,0,1,a
3340,हिस्टीरिया,0,1,a
3341,हीनता,0,1,a
3342,हेकड़ी,0,1,a
3343,हेरफेर,0,1,a
3344,हैक,0,1,a
3345,हैरत,0,1,a
3346,हैरानी,0,1,a
3347,हैरान,0,1,a
3348,हैरो,0,1,a
3349,ह्रास,0,1,a
3350,तुच्छता,0,1,a
3351,डमीप्रूफ,0,1,a
3352,डींगिया,0,1,a
3353,आहत,0,1,a
3354,गैंगस्टर,0,1,a
3355,धीमीगति,0,1,a
3356,हंगामा,0,1,a
3357,हथकंडा,0,1,a
3358,रिटायर,0,1,a
3359,बंटवारे,0,1,a
3360,धोया,0,1,a
3361,जिहाद,0,1,a
3362,सुपरफ्लॉप,0,1,a
3363,फ्लॉप,0,1,a
3364,वहियत,0,1,a
3365,सुसुनिकलना,0,1,a
3366,सस्तेप्रचार,0,1,a
3367,बंद,0,1,a
3368,उड़ान,0,1,a
3369,तमाशा,0,1,a
3370,भयन्कर,0,1,a
3371,डराने,0,1,a
3372,दमिस,0,1,a
3373,भ्रामक,0,1,a
3374,परेशान,0,1,a
3375,अग्रिम,1,0,a
3376,अच्छी_तरह_से_चलाने,1,0,a
3377,अच्छी_तरह_से_जुड़ा,1,0,a
3378,अच्छी_तरह_से_तैनात,1,0,a
3379,अच्छी_तरह_से_प्रचारित,1,0,a
3380,अच्छी_तरह_से_प्रबंधित,1,0,a
3381,अच्छी_तरह_से_माना,1,0,a
3382,अच्छी_तरह_से_स्थापित,1,0,a
3383,अति_विशाल,1,0,a
3384,अति_सुंदर,1,0,a
3385,अध्ययनशील,1,0,a
3386,अनिर्वचनीय,1,0,a
3387,अनुकूली,1,0,a
3388,अनुभवी,1,0,a
3389,अनुल्लंघनीय,1,0,a
3390,अनौपचारिक,1,0,a
3391,अपस्फीतिकर,1,0,a
3392,अप्रथावाला,1,0,a
3393,अप्रयुक्त,1,0,a
3394,अभूतपूर्व,1,0,a
3395,अमिट,1,0,a
3396,अर्थपूर्ण,1,0,a
3397,अवर्णनीय,1,0,a
3398,अवाक्_हो_उठे,1,0,a
3399,अविचलित,1,0,a
3400,अविनाशी,1,0,a
3401,अवैतनिक,1,0,a
3402,असंतृप्त,1,0,a
3403,अस्वीकरणीय,1,0,a
3404,आंधी_का,1,0,a
3405,आग_लगानेवाला,1,0,a
3406,आग्रहपूर्ण,1,0,a
3407,आजीवन,1,0,a
3408,आदरणीय,1,0,a
3409,आदिम,1,0,a
3410,आनंदपूर्ण,1,0,a
3411,आला_दर्जे_का,1,0,a
3412,आवश्यक,1,0,a
3413,आवेगहीन,1,0,a
3414,इष्ट,1,0,a
3415,इसी_लायक,1,0,a
3416,उच्च_गुणवत्ता,1,0,a
3417,उज्ज्वल,1,0,a
3418,उत्तेजना_का,1,0,a
3419,उधम_मचाते,1,0,a
3420,उपकारवाला,1,0,a
3421,उपन्यास,1,0,a
3422,उपाय_कुशल,1,0,a
3423,उबा_हुआ,1,0,a
3424,उमड़ना,1,0,a
3425,उम्मीद_से_बेहतर,1,0,a
3426,ऊपर_की_ओर,1,0,a
3427,ऋषि,1,0,a
3428,एकमत,1,0,a
3429,एनिमेटेड,1,0,a
3430,ऐतिहासिक,1,0,a
3431,औपचारिक,1,0,a
3432,औसत_से_ऊपर,1,0,a
3433,कम_कीमत,1,0,a
3434,कम_जोखिम,1,0,a
3435,कम_महंगा,1,0,a
3436,कम_लागत,1,0,a
3437,काँटेदार,1,0,a
3438,कार्यात्मक,1,0,a
3439,काव्यगत,1,0,a
3440,किस्मत,1,0,a
3441,की_ओर_अग्रसर,1,0,a
3442,कुशलता_के_साथ,1,0,a
3443,कुशलतापूर्वक_संचालित,1,0,a
3444,केम्प,1,0,a
3445,ख़याल_से_बाहर_का,1,0,a
3446,ख़ुशी_से,1,0,a
3447,खुले_तौर_पर,1,0,a
3448,खुश_थप्पड़,1,0,a
3449,खुशी_की_बात,1,0,a
3450,गर्भवती,1,0,a
3451,गर्मजोशी_से,1,0,a
3452,गहरी,1,0,a
3453,गांठदार,1,0,a
3454,गिरफ्तार,1,0,a
3455,गीला,1,0,a
3456,गैरपरिरूद्ध,1,0,a
3457,घटनेवाला,1,0,a
3458,चक्रीय,1,0,a
3459,चलती,1,0,a
3460,चापलूसी_का,1,0,a
3461,चुंबकीय,1,0,a
3462,चुनाव,1,0,a
3463,चौड़ा,1,0,a
3464,छीन_लिया,1,0,a
3465,जरूरी,1,0,a
3466,जश्न,1,0,a
3467,जहाज़ों_के_चलने_योग्य,1,0,a
3468,ज़रूरी,1,0,a
3469,ज़ाहिर,1,0,a
3470,जानबूझकर,1,0,a
3471,जीना,1,0,a
3472,ज्ञानविषयक,1,0,a
3473,झबरा,1,0,a
3474,झालरदार,1,0,a
3475,झुका,1,0,a
3476,टॉप,1,0,a
3477,ट्रिम,1,0,a
3478,ठाठ_का,1,0,a
3479,ठीक_ढंग_से_प्राप्त,1,0,a
3480,डेमोक्रेटिक,1,0,a
3481,तरल_पदार्थ,1,0,a
3482,तरह,1,0,a
3483,तेज़_बाहर_की_रेखाओंवालअ,1,0,a
3484,तेजी_से_पुस्तक,1,0,a
3485,तेजी_से_बढ़_रही,1,0,a
3486,तेजी_से_बढ़ता,1,0,a
3487,तैयार_होकर,1,0,a
3488,त्रुटिहीन,1,0,a
3489,दिल,1,0,a
3490,दिल_से,1,0,a
3491,दीप्तिमान,1,0,a
3492,दूरंदेश,1,0,a
3493,देदीप्यमान,1,0,a
3494,देवदूत_सदृश,1,0,a
3495,धीरा,1,0,a
3496,ध्यान_देने_योग्य,1,0,a
3497,ध्वनि,1,0,a
3498,नई,1,0,a
3499,नतीजे_का,1,0,a
3500,नागरिक,1,0,a
3501,नियमित,1,0,a
3502,निरापद,1,0,a
3503,निर्णयात्मक,1,0,a
3504,निवर्तमान,1,0,a
3505,निश्चित,1,0,a
3506,पक्केपन,1,0,a
3507,पक्षपाती,1,0,a
3508,पता_लगाने_का,1,0,a
3509,पथ्य,1,0,a
3510,पनपने,1,0,a
3511,परंपरागत,1,0,a
3512,परम_सुखी,1,0,a
3513,परिपत्र,1,0,a
3514,परिश्रमी,1,0,a
3515,पहली_दर,1,0,a
3516,पहुंच_से_बाहर_का,1,0,a
3517,पाछा_हुआ,1,0,a
3518,पारंपरिक,1,0,a
3519,पीटा_गया,1,0,a
3520,पूरा_खुला,1,0,a
3521,पूर्वप्रतिष्ठित,1,0,a
3522,पैसे_की_बचत,1,0,a
3523,प्रकट,1,0,a
3524,प्रचुर_मात्रा_में,1,0,a
3525,प्रथम_श्रेणी,1,0,a
3526,प्रभावी_लागत,1,0,a
3527,प्रमत्त,1,0,a
3528,प्रमुदित,1,0,a
3529,प्रयुक्त,1,0,a
3530,प्रयोग_करने_योग्य,1,0,a
3531,प्रसिद्धि_से,1,0,a
3532,प्राकृतिक,1,0,a
3533,प्राप्त,1,0,a
3534,प्रासंगिक,1,0,a
3535,प्रीतिमय,1,0,a
3536,प्रीमियम,1,0,a
3537,प्रौढ़,1,0,a
3538,प्लावित,1,0,a
3539,फ़र्न_का_रूप_का,1,0,a
3540,फिटिंग,1,0,a
3541,फैशनेबल,1,0,a
3542,फ्रैंक,1,0,a
3543,बख़्तरबंद,1,0,a
3544,बचाए,1,0,a
3545,बढ़ती,1,0,a
3546,बढ़ाया,1,0,a
3547,बरकरार,1,0,a
3548,बसना,1,0,a
3549,बाँझ,1,0,a
3550,बाहर,1,0,a
3551,बिना_निंदा,1,0,a
3552,बिरादराना,1,0,a
3553,बुनियादी,1,0,a
3554,बुलंद,1,0,a
3555,भद्दे,1,0,a
3556,भरण,1,0,a
3557,भरोसे_का,1,0,a
3558,मज़बूत,1,0,a
3559,मजाकिया,1,0,a
3560,मधुर,1,0,a
3561,मध्यम,1,0,a
3562,मन_प्रसन्न_कर_दिया,1,0,a
3563,मर्मज्ञ,1,0,a
3564,मशहूर,1,0,a
3565,माफ़,1,0,a
3566,मिलाप_करनेवाला,1,0,a
3567,मुनासिब,1,0,a
3568,मूल,1,0,a
3569,मृदु_भाषी,1,0,a
3570,में_सुधार,1,0,a
3571,मैत्रीपूर्ण,1,0,a
3572,मैदान,1,0,a
3573,यूनिवर्सल,1,0,a
3574,रसदार,1,0,a
3575,राइ,1,0,a
3576,राजपूत_का,1,0,a
3577,रिकॉर्ड_सेटिंग,1,0,a
3578,रिक्त,1,0,a
3579,रिक्तिपूर्व,1,0,a
3580,लक्ष्य,1,0,a
3581,लय_में_करना,1,0,a
3582,लायक_जबकि,1,0,a
3583,लुंज,1,0,a
3584,लुभावनी,1,0,a
3585,लैस_का,1,0,a
3586,वयोवृद्ध,1,0,a
3587,वर्दी,1,0,a
3588,वार,1,0,a
3589,विंटेज,1,0,a
3590,विक्रेय,1,0,a
3591,विचारोत्तेजक,1,0,a
3592,विनयशील,1,0,a
3593,विशुद्ध,1,0,a
3594,विशेषक,1,0,a
3595,विशेषज्ञ,1,0,a
3596,विश्व_प्रसिद्ध,1,0,a
3597,वैज्ञानिक,1,0,a
3598,वैश्विक,1,0,a
3599,व्यवहार्य,1,0,a
3600,शैक्षिक,1,0,a
3601,शोभायमान,1,0,a
3602,श्रमसाध्य,1,0,a
3603,संगी,1,0,a
3604,संचालित,1,0,a
3605,संपूर्ण,1,0,a
3606,सनी,1,0,a
3607,सफ़ाई,1,0,a
3608,सफेद,1,0,a
3609,सब_से_अहम,1,0,a
3610,सबसे_अच्छा_प्रदर्शन,1,0,a
3611,सबसे_तेजी_से_बढ़ती,1,0,a
3612,सबसे_बड़ा,1,0,a
3613,सबसे_महत्वपूर्ण,1,0,a
3614,समय_सम्मानित,1,0,a
3615,समयोचित,1,0,a
3616,समानाधिकारवादी,1,0,a
3617,सम्मिलित,1,0,a
3618,सर्वशक्तिमान,1,0,a
3619,सर्वश्रेष्ठ_बिक्री,1,0,a
3620,सहज_ज्ञान_युक्त,1,0,a
3621,सहने_योग्य,1,0,a
3622,सहयोगी,1,0,a
3623,सहिष्णु,1,0,a
3624,सही-सही,1,0,a
3625,साक्षर,1,0,a
3626,साधारण,1,0,a
3627,सामयिक,1,0,a
3628,सामाजिक_सिद्धान्तों_के_विस्र्द्ध,1,0,a
3629,सामान्य_बुद्धि,1,0,a
3630,सील,1,0,a
3631,सीसे_का,1,0,a
3632,सुअर_का,1,0,a
3633,सुख_से,1,0,a
3634,सुखप्रद,1,0,a
3635,सुप्रीम,1,0,a
3636,सुबोध,1,0,a
3637,सुशील,1,0,a
3638,सुस्पष्ट,1,0,a
3639,से_अधिक,1,0,a
3640,सेहतमंद,1,0,a
3641,सौभाग्य_से,1,0,a
3642,स्टाइलिश,1,0,a
3643,स्थापित,1,0,a
3644,स्मरणार्थ,1,0,a
3645,स्र्द्ध,1,0,a
3646,स्वतंत्र,1,0,a
3647,स्वाधीन,1,0,a
3648,स्वाभाविक,1,0,a
3649,स्वीकारात्मक,1,0,a
3650,स्वीकार्य,1,0,a
3651,स्वैच्छिक,1,0,a
3652,हट्टा_कट्टा,1,0,a
3653,हानिरहित,1,0,a
3654,हिमाच्छन्न,1,0,a
3655,हिम्मती,1,0,a
3656,DAGEE,1,0,a
3657,PUTZ,1,0,a
3658,अंत,1,0,a
3659,अंतरात्मा_की_आवाज,1,0,a
3660,अंतराल,1,0,a
3661,अंतर्दृष्टि,1,0,a
3662,अंतिम,1,0,a
3663,अंदर_की_ओर,1,0,a
3664,अकाटता,1,0,a
3665,अधिकार,1,0,a
3666,अनंत_काल,1,0,a
3667,अनावरण,1,0,a
3668,अनुकरण,1,0,a
3669,अनुकूलनशीलता,1,0,a
3670,अनुशंसा,1,0,a
3671,अनुशासन,1,0,a
3672,अपरिपक्वता,1,0,a
3673,अपरिहार्यता,1,0,a
3674,अभयारण्य,1,0,a
3675,अभिभावक,1,0,a
3676,अभिराम,1,0,a
3677,अभिसमय,1,0,a
3678,अभी,1,0,a
3679,अमेरिका_परस्त,1,0,a
3680,अर्ध_सहयोगी,1,0,a
3681,अवधारण,1,0,a
3682,अवसर,1,0,a
3683,आकस्मिकता,1,0,a
3684,आकार,1,0,a
3685,आगे,1,0,a
3686,आगे_बढ़ें,1,0,a
3687,आजादी,1,0,a
3688,आज्ञाकारिता,1,0,a
3689,आत्मा,1,0,a
3690,आदर्शवाद,1,0,a
3691,आदर्शवादी,1,0,a
3692,आधारशिला,1,0,a
3693,आनंदोत्सव,1,0,a
3694,आम_माफ़ी,1,0,a
3695,आम_सहमति,1,0,a
3696,आर्कषण,1,0,a
3697,आवास,1,0,a
3698,आशाओं,1,0,a
3699,इच्छाओं,1,0,a
3700,उत्तरदायित्व,1,0,a
3701,उत्प्रेरक,1,0,a
3702,उत्साहवर्धक,1,0,a
3703,उदारतावाद,1,0,a
3704,उपयोगिता,1,0,a
3705,उबाल,1,0,a
3706,ओवरचर,1,0,a
3707,औचित्य,1,0,a
3708,कँटिया,1,0,a
3709,कंघी_बनानेवाले_की_रेती,1,0,a
3710,कनिष्ठ,1,0,a
3711,कलँगी,1,0,a
3712,कल्याण,1,0,a
3713,कहवा,1,0,a
3714,कहे,1,0,a
3715,क़बूल,1,0,a
3716,कांटा,1,0,a
3717,कामरेड,1,0,a
3718,कारण,1,0,a
3719,किंगमेकर,1,0,a
3720,किफ़ायत,1,0,a
3721,की_इच्छा,1,0,a
3722,कुशाग्रता,1,0,a
3723,कृतियों,1,0,a
3724,क्रांति,1,0,a
3725,क्रिस्टल,1,0,a
3726,क्षमताओं,1,0,a
3727,क्षम्य,1,0,a
3728,क्षीणता,1,0,a
3729,खटखटाना,1,0,a
3730,गर्मजोशी,1,0,a
3731,गुणगान,1,0,a
3732,गुरु,1,0,a
3733,गोल_-_मटोल,1,0,a
3734,गौरव,1,0,a
3735,घनिष्ठता,1,0,a
3736,चंचलता,1,0,a
3737,चखने,1,0,a
3738,चट्टान,1,0,a
3739,चाहिए,1,0,a
3740,चेस्र्ब,1,0,a
3741,चौगुनी,1,0,a
3742,छलाँग,1,0,a
3743,छापों,1,0,a
3744,छिछोरापन,1,0,a
3745,ज़िद्दी,1,0,a
3746,जीवन,1,0,a
3747,जेहादी,1,0,a
3748,झलक,1,0,a
3749,झुकाव,1,0,a
3750,टॉम,1,0,a
3751,ट्रिपल,1,0,a
3752,ठंडक,1,0,a
3753,ड्राइव,1,0,a
3754,तड़प,1,0,a
3755,तर्कशक्ति,1,0,a
3756,तलरूप,1,0,a
3757,तारीफ_कर_रही,1,0,a
3758,तिमाही,1,0,a
3759,तीव्र_गति,1,0,a
3760,तुष्टि,1,0,a
3761,तृष्णा,1,0,a
3762,थाली,1,0,a
3763,थैला,1,0,a
3764,थॉमस,1,0,a
3765,दंश,1,0,a
3766,दबदबा,1,0,a
3767,दान_देनेवाला,1,0,a
3768,दानशील,1,0,a
3769,दावा,1,0,a
3770,दावे,1,0,a
3771,दिमाग,1,0,a
3772,दृढ़_संकल्प,1,0,a
3773,देश-भक्त,1,0,a
3774,दोस्तानीवाला,1,0,a
3775,दोस्ती,1,0,a
3776,धन,1,0,a
3777,धनिया,1,0,a
3778,धर्मयुद्ध,1,0,a
3779,धवलता,1,0,a
3780,धारण,1,0,a
3781,धूमधाम,1,0,a
3782,नख़लिस्तान,1,0,a
3783,नवजागरण,1,0,a
3784,नवाचार,1,0,a
3785,नवीकरण,1,0,a
3786,नायलॉन,1,0,a
3787,निकटता,1,0,a
3788,निपुणता,1,0,a
3789,नियति,1,0,a
3790,निरंकुशता,1,0,a
3791,निलंबन,1,0,a
3792,नुमाइशबाजी,1,0,a
3793,न्याय,1,0,a
3794,पंडितों,1,0,a
3795,परंपरा,1,0,a
3796,परतंत्रता,1,0,a
3797,परिपूर्णता,1,0,a
3798,परोपकार_के_सिद्धन्त_का,1,0,a
3799,पर्यावरणवाद,1,0,a
3800,पलक,1,0,a
3801,पाजामा,1,0,a
3802,पाधान,1,0,a
3803,पालन,1,0,a
3804,पुन:_पुष्टि,1,0,a
3805,पुन:_विजय,1,0,a
3806,पुनरास्थापन,1,0,a
3807,पुनरुद्धार,1,0,a
3808,पुष्टि_करना,1,0,a
3809,पृष्ठांकक,1,0,a
3810,पेरी,1,0,a
3811,प्रकाश,1,0,a
3812,प्रणय,1,0,a
3813,प्रतिज्ञाओं,1,0,a
3814,प्रतिज्ञान,1,0,a
3815,प्रतिज्ञापत्र,1,0,a
3816,प्रतिपादन,1,0,a
3817,प्रतीक,1,0,a
3818,प्रत्यय,1,0,a
3819,प्रफुल्लता,1,0,a
3820,प्रभेद,1,0,a
3821,प्रमोटर,1,0,a
3822,प्रमोद,1,0,a
3823,प्रयास_करता_है,1,0,a
3824,प्रवेश,1,0,a
3825,प्राण,1,0,a
3826,प्रासंगिकता,1,0,a
3827,प्रेरक,1,0,a
3828,बंदर,1,0,a
3829,बधाई_हो,1,0,a
3830,बर्फानी_तूफान,1,0,a
3831,बर्बाद_कर,1,0,a
3832,बीमा,1,0,a
3833,बुत,1,0,a
3834,बेगुनाही,1,0,a
3835,बैल,1,0,a
3836,भक्ति,1,0,a
3837,भावी_पीढ़ी,1,0,a
3838,भेद्य,1,0,a
3839,भेद्यता,1,0,a
3840,भोजन,1,0,a
3841,भौतिकवादी,1,0,a
3842,मन_की_तरंग,1,0,a
3843,मनोचिकित्सा,1,0,a
3844,ममता,1,0,a
3845,महत्त्व,1,0,a
3846,महत्व,1,0,a
3847,मा,1,0,a
3848,माद्दा,1,0,a
3849,मानव_जाति,1,0,a
3850,मानवता,1,0,a
3851,मानवतावादियों,1,0,a
3852,मानसिक_स्वास्थ्य,1,0,a
3853,मान्यता,1,0,a
3854,मान्यवर,1,0,a
3855,मितव्ययिती,1,0,a
3856,मित्र,1,0,a
3857,मित्रों,1,0,a
3858,मिसाल,1,0,a
3859,मूल्यों,1,0,a
3860,मैत्री,1,0,a
3861,मैत्रीभाव,1,0,a
3862,मोहलत,1,0,a
3863,मौज-मस्ती,1,0,a
3864,याद_ताजा,1,0,a
3865,युक्तिकरण,1,0,a
3866,योनी,1,0,a
3867,रक्त-पिपासु,1,0,a
3868,रत्नों,1,0,a
3869,रसीद,1,0,a
3870,रानी,1,0,a
3871,रिलीवर,1,0,a
3872,रूप_बदलनेवाला_प्राणी,1,0,a
3873,रेला,1,0,a
3874,रोशनी,1,0,a
3875,लगाव,1,0,a
3876,लड़का,1,0,a
3877,लोकप्रिय,1,0,a
3878,लोकप्रियता,1,0,a
3879,लौ,1,0,a
3880,वरीयताओं,1,0,a
3881,विपाटन,1,0,a
3882,विवेचना,1,0,a
3883,विश्वसनीयता,1,0,a
3884,वैधता,1,0,a
3885,व्यक्तिवाद,1,0,a
3886,व्यवहार्यता,1,0,a
3887,व्यावहारिक_बुद्धि,1,0,a
3888,शपथ,1,0,a
3889,शमन,1,0,a
3890,शांति_समर्थक,1,0,a
3891,शांति_सैनिकों,1,0,a
3892,शांतिवादी,1,0,a
3893,शिक्षा,1,0,a
3894,शिष्टाचार,1,0,a
3895,शुक्रिया,1,0,a
3896,शुद्धिकरण,1,0,a
3897,शॉट,1,0,a
3898,शोख़ी,1,0,a
3899,शोहरत,1,0,a
3900,संपत्ति,1,0,a
3901,संपूर्णता,1,0,a
3902,संभावनाओं,1,0,a
3903,संवेदनशीलता,1,0,a
3904,संस्कृति,1,0,a
3905,सत्य_के_प्रति_निष्ठा,1,0,a
3906,सत्यता,1,0,a
3907,सपने,1,0,a
3908,समझ,1,0,a
3909,समझौता,1,0,a
3910,समन्वय,1,0,a
3911,समर्थक_क्यूबा,1,0,a
3912,समर्थक_बीजिंग,1,0,a
3913,सम्मोहक,1,0,a
