,level_0,index,LIST_OF_WORDS,POS,NEG
7706,7706,4103.0,राष्ट्रवाद,0,1
7707,7707,4104.0,रिआयत,0,1
7708,7708,4105.0,रियायत,0,1
7709,7709,4106.0,रियायतें,0,1
7710,7710,4107.0,रूखापन,0,1
7711,7711,4108.0,रूपांतरण,0,1
7714,7714,4111.0,रोलर_कॉस्टर,0,1
7716,7716,4113.0,लकीर,0,1
7717,7717,4114.0,लक्षण,0,1
7718,7718,4115.0,लघु_परिपथ,0,1
7720,7720,4117.0,लड़ाई-लाइनों,0,1
7721,7721,4118.0,लड़ाई_का_मैदान,0,1
7723,7723,4120.0,लपेटने,0,1
7724,7724,4121.0,ललकार,0,1
7725,7725,4122.0,लाइसेंस,0,1
7726,7726,4123.0,लात,0,1
7731,7731,4128.0,लुच्चा,0,1
7732,7732,4129.0,लेक,0,1
7734,7734,4131.0,लोमड़ी,0,1
7736,7736,4133.0,वहमी,0,1
7737,7737,4134.0,वाइरस,0,1
7738,7738,4135.0,वापस_लौटें,0,1
7749,7749,4146.0,विधर्म,0,1
7753,7753,4150.0,विनियमन,0,1
7758,7758,4155.0,विभाजन,0,1
7759,7759,4156.0,विभाजनकारी,0,1
7763,7763,4160.0,विरोध_प्रदर्शन,0,1
7767,7767,4164.0,विरोधी_इजरायल,0,1
7768,7768,4165.0,विरोधी_कब्जे,0,1
7769,7769,4166.0,विरोधी_प्रसार,0,1
7770,7770,4167.0,विरोधी_सफेद,0,1
7771,7771,4168.0,विलुप्त_होने,0,1
7772,7772,4169.0,विल्स,0,1
7776,7776,4173.0,विशाल_चीज़,0,1
7782,7782,4179.0,विषमताओं,0,1
7783,7783,4180.0,विसंगति,0,1
7786,7786,4183.0,विस्मृति,0,1
7787,7787,4184.0,वीटो,0,1
7790,7790,4187.0,वैमनस्य,0,1
7791,7791,4188.0,वैराग्य,0,1
7792,7792,4189.0,वैरी,0,1
7793,7793,4190.0,वैष्णव,0,1
7794,7794,4191.0,व्यक्तित्व,0,1
7797,7797,4194.0,व्यवसाय,0,1
7798,7798,4195.0,व्यवस्थापत्र,0,1
7799,7799,4196.0,व्यसन,0,1
7805,7805,4202.0,शत्रु,0,1
7811,7811,4208.0,शरारत,0,1
7812,7812,4209.0,शरारती_तत्वों,0,1
7813,7813,4210.0,शर्म,0,1
7815,7815,4212.0,शर्मनाक_तरीके,0,1
7816,7816,4213.0,शर्मिंदगी,0,1
7817,7817,4214.0,शह,0,1
7825,7825,4222.0,शील,0,1
7827,7827,4224.0,शून्य,0,1
7832,7832,4229.0,शोभा,0,1
7840,7840,4237.0,संकरा,0,1
7844,7844,4241.0,संतुलन,0,1
7846,7846,4243.0,संदूषण,0,1
7848,7848,4245.0,संदेहवाद,0,1
7849,7849,4246.0,संन्यास,0,1
7850,7850,4247.0,संप्रदायवादी,0,1
7851,7851,4248.0,संयम,0,1
7852,7852,4249.0,संवेदना,0,1
7859,7859,4256.0,समांता,0,1
7860,7860,4257.0,समानता,0,1
7861,7861,4258.0,सम्मेलन,0,1
7865,7865,4262.0,सहनशीलता,0,1
7867,7867,4264.0,सहानुभूति_रहनेवाला,0,1
7868,7868,4265.0,सहानुभूतिपूर्ण,0,1
7869,7869,4266.0,सहायता,0,1
7870,7870,4267.0,सांस_लेने_में_तकलीफ,0,1
7872,7872,4269.0,सामयिक_मज़दूर,0,1
7873,7873,4270.0,सामान्यता,0,1
7874,7874,4271.0,साम्राज्यवादी,0,1
7879,7879,4276.0,सिर_दर्द,0,1
7884,7884,4281.0,सुरसुराहट,0,1
7886,7886,4283.0,सूअर,0,1
7888,7888,4285.0,सूत्र,0,1
7889,7889,4286.0,से_ग्रस्त_मरीजों_को,0,1
7890,7890,4287.0,सेट_अप,0,1
7892,7892,4289.0,सौम्यता,0,1
7893,7893,4290.0,स्तर,0,1
7896,7896,4293.0,स्वयं_सेवा,0,1
7898,7898,4295.0,स्वार्थपरता,0,1
7899,7899,4296.0,स्वीकारोक्ति,0,1
7907,7907,4304.0,हलचल,0,1
7911,7911,4308.0,हानि_पहुँचाता,0,1
7914,7914,4311.0,हार्ड_लाइनर,0,1
7915,7915,4312.0,हार्डबॉल,0,1
7919,7919,4316.0,हुड,0,1
7921,7921,4318.0,हेत्वाभास,0,1
7922,7922,4319.0,होड़,0,1
7923,7923,4320.0,अंतरिम_रूप_से,0,1
7927,7927,4324.0,अद्वितीयता_से,0,1
7928,7928,4325.0,अनजाने_से,0,1
7930,7930,4327.0,अनिच्छा_से,0,1
7931,7931,4328.0,अनिवार्य_रूप_से,0,1
7933,7933,4330.0,अनिश्चय_से,0,1
7935,7935,4332.0,अनिश्चित_काल_के_लिए,0,1
7936,7936,4333.0,अनिश्चितता_के_बादल,0,1
7937,7937,4334.0,अनुचित_तरीके,0,1
7941,7941,4338.0,अपवित्रता_से,0,1
7943,7943,4340.0,अप्रत्याशित_रूप_से,0,1
7944,7944,4341.0,अब,0,1
7945,7945,4342.0,अभी_तक,0,1
7947,7947,4344.0,अलंघनीय,0,1
7948,7948,4345.0,अल्पज्ञता_से,0,1
7952,7952,4349.0,अवैध_रूप_से,0,1
7953,7953,4350.0,असंभावना_से,0,1
7956,7956,4353.0,अहंकार_से,0,1
7957,7957,4354.0,आराम_से,0,1
7958,7958,4355.0,इसरो,0,1
7959,7959,4356.0,उबलना,0,1
7960,7960,4357.0,उबाते,0,1
7961,7961,4358.0,एहतियात_से,0,1
7964,7964,4361.0,कड़ाई_से,0,1
7966,7966,4363.0,कर्कश_ध्वनी,0,1
7967,7967,4364.0,कल्पनातीत,0,1
7971,7971,4368.0,गंभीरता_से,0,1
7974,7974,4371.0,गैर_जिम्मेदाराना,0,1
7975,7975,4372.0,घनी,0,1
7976,7976,4373.0,घूरते_से,0,1
7977,7977,4374.0,चमक_से,0,1
7978,7978,4375.0,चिकनाई_से,0,1
7979,7979,4376.0,चिड़चिड़पन,0,1
7980,7980,4377.0,ज़बरदस्ती_से,0,1
7982,7982,4379.0,तत्काल,0,1
7984,7984,4381.0,तुरंत,0,1
7985,7985,4382.0,तुरत-फुरत_शेर_कहकर,0,1
7986,7986,4383.0,तुरत-फुरत_शेर_कहा_हुआ,0,1
7987,7987,4384.0,तेज़ी_से,0,1
7991,7991,4388.0,दोषी_रूप_से,0,1
7992,7992,4389.0,धीरे-धीरे,0,1
7993,7993,4390.0,नाखुशी_से,0,1
7995,7995,4392.0,निकम्मेपन,0,1
7996,7996,4393.0,निरंतर,0,1
7997,7997,4394.0,निरर्थकता_से,0,1
8000,8000,4397.0,नीचता_से,0,1
8002,8002,4399.0,प्राणघातक_रूप_से,0,1
8003,8003,4400.0,बड़े_करीने,0,1
8007,8007,4404.0,बुद्धिहीन_से,0,1
8009,8009,4406.0,बेकार_में,0,1
8011,8011,4408.0,बेतकल्लुफ़,0,1
8014,8014,4411.0,बेहद,0,1
8015,8015,4412.0,भय_से,0,1
8018,8018,4415.0,भावुकतापूर्ण_नाटकीय_ढंग_से,0,1
8019,8019,4416.0,भूल_से,0,1
8021,8021,4418.0,मसख़रेपन_से,0,1
8022,8022,4419.0,मात्र,0,1
8024,8024,4421.0,रहस्यमय_तरीके,0,1
8025,8025,4422.0,लंबरूप_में,0,1
8027,8027,4424.0,लालसे_से,0,1
8028,8028,4425.0,विडंबना_यह_है_कि,0,1
8031,8031,4428.0,शब्दो_में,0,1
8032,8032,4429.0,शायद_ही,0,1
8033,8033,4430.0,संयोग_से,0,1
8036,8036,4433.0,सिर_पर,0,1
8037,8037,4434.0,सीधे,0,1
8039,8039,4436.0,स्र्काई_से,0,1
8041,8041,4438.0,हठीलेपन,0,1
8042,8042,4439.0,-अप_को_तोड़ने,0,1
8043,8043,4440.0,-बैक_लॉग_इन,0,1
8044,8044,4441.0,2-चेहरे,0,1
8045,8045,4442.0,2_का_सामना_करना_पड़ा,0,1
8048,8048,4445.0,अति_पीड़ा_देनेवाला,0,1
8050,8050,4447.0,अनुपस्थित_होनेवाला,0,1
8051,8051,4448.0,अनुशासनात्मक_सज़ा,0,1
8063,8063,4460.0,आरोप_लगा,0,1
8064,8064,4461.0,आलोचना_की,0,1
8066,8066,4463.0,उद्वेग_से,0,1
8068,8068,4465.0,उभयवृत्तिता,0,1
8069,8069,4466.0,एकाएक,0,1
8075,8075,4472.0,कठोरता_से,0,1
8078,8078,4475.0,कल्ला,0,1
8081,8081,4478.0,की_आलोचना,0,1
8082,8082,4479.0,की_निंदा_की,0,1
8083,8083,4480.0,की_शिकायत,0,1
8086,8086,4483.0,के_खिलाफ,0,1
8087,8087,4484.0,कैम,0,1
8088,8088,4485.0,कोई_खबर_नहीं,0,1
8089,8089,4486.0,कोसते,0,1
8092,8092,4489.0,क्रेप्स,0,1
8093,8093,4490.0,क्रोध_से,0,1
8094,8094,4491.0,क्लीषे,0,1
8097,8097,4494.0,खून_बह_रहा_है,0,1
8098,8098,4495.0,खेलों,0,1
8102,8102,4499.0,गुस्सा_दिलाती,0,1
8103,8103,4500.0,गुस्सा_दिलाना,0,1
8106,8106,4503.0,गोलमाल_करनेवाला,0,1
8107,8107,4504.0,घिनौने_रूप_में,0,1
8108,8108,4505.0,घिसा,0,1
8111,8111,4508.0,चरमराती,0,1
8113,8113,4510.0,चर्चा_हुई,0,1
8120,8120,4517.0,चोट_के_निशान,0,1
8121,8121,4518.0,छोटी_गाड़ी,0,1
8122,8122,4519.0,जंगल_वापस,0,1
8123,8123,4520.0,जलता,0,1
8124,8124,4521.0,जलती_हुई,0,1
8125,8125,4522.0,जला_दिया,0,1
8126,8126,4523.0,जवाबी_उत्पादक,0,1
8127,8127,4524.0,जीव,0,1
8128,8128,4525.0,झाई,0,1
8129,8129,4526.0,टकरा,0,1
8131,8131,4528.0,टिका_हुआ,0,1
8132,8132,4529.0,टूट_जाता_है,0,1
8136,8136,4533.0,डी_*_एम.एन.,0,1
8139,8139,4536.0,तंग_करती_है,0,1
8140,8140,4537.0,तांबे_का,0,1
8149,8149,4546.0,दुर्घटनाग्रस्त_हो_गया,0,1
8150,8150,4547.0,दुर्घटनाग्रस्त_होने,0,1
8156,8156,4553.0,धोखा_दिया,0,1
8158,8158,4555.0,धोखा_देता_है,0,1
8159,8159,4556.0,धोखा_देती_है,0,1
8160,8160,4557.0,ध्यान_केंद्रित,0,1
8161,8161,4558.0,नफ़रत_से,0,1
8168,8168,4565.0,पंगु,0,1
8169,8169,4566.0,पनीर_का,0,1
8172,8172,4569.0,परेशान_कर,0,1
8174,8174,4571.0,पार्टी_की_योजना_बनाई,0,1
8175,8175,4572.0,पीठ_में_दर्द,0,1
8176,8176,4573.0,पीठदर्द,0,1
8178,8178,4575.0,प्रतिमाएं,0,1
8185,8185,4582.0,बधिया,0,1
8186,8186,4583.0,बर्बर,0,1
8188,8188,4585.0,बी_एस,0,1
8190,8190,4587.0,बेवक़ूफ़,0,1
8191,8191,4588.0,बैक-लकड़ी,0,1
8192,8192,4589.0,बैठ_जाता_है,0,1
8193,8193,4590.0,बैल_----,0,1
8195,8195,4592.0,भटकते_हुए,0,1
8197,8197,4594.0,भय_व्याकुलता_से,0,1
8200,8200,4597.0,भयंकर_रूप,0,1
8202,8202,4599.0,भूलों,0,1
8209,8209,4606.0,मांदा,0,1
8213,8213,4610.0,मूर्खता_से,0,1
8214,8214,4611.0,मोज़री,0,1
8217,8217,4614.0,राड़,0,1
8225,8225,4622.0,विफल_हुआ,0,1
8227,8227,4624.0,विवादपूर्ण,0,1
8230,8230,4627.0,विस्मयकारी,0,1
8234,8234,4631.0,शिकायत_की,0,1
8237,8237,4634.0,संबंध_विच्छेद,0,1
8238,8238,4635.0,सस्ते_में,0,1
8240,8240,4637.0,सांड_****,0,1
8241,8241,4638.0,साथ_दुर्व्यवहार,0,1
8244,8244,4641.0,सुनसार_जंगल,0,1
8248,8248,4645.0,स्वीकार_किया,0,1
8249,8249,4646.0,स्वेच्छाचार,0,1
8252,8252,4649.0,हाय,0,1
8253,8253,4650.0,अंतर्निहित,0,0
8254,8254,4651.0,अक्षय,0,0
8256,8256,4653.0,अत्यधिक_टिकाऊ,0,0
8258,8258,4655.0,अनिवार्य,0,0
8259,8259,4656.0,अपरोक्ष,0,0
8261,8261,4658.0,अवगत,0,0
8263,8263,4660.0,अहिंसक,0,0
8264,8264,4661.0,उच्च,0,0
8265,8265,4662.0,उच्चस्तरीय,0,0
8267,8267,4664.0,उम्मीद_के_मुताबिक,0,0
8268,8268,4665.0,ओलिंपिक,0,0
8269,8269,4666.0,कुंजी,0,0
8270,8270,4667.0,केंद्रीय,0,0
8271,8271,4668.0,केवल,0,0
8272,8272,4669.0,खगोलीय,0,0
8273,8273,4670.0,खुला_समाप्त_हो_गया,0,0
8274,8274,4671.0,खुलासा,0,0
8275,8275,4672.0,गहन,0,0
8277,8277,4674.0,चिंतनशील,0,0
8280,8280,4677.0,ज्योतिष-संबंधी,0,0
8285,8285,4682.0,नवजात,0,0
8286,8286,4683.0,नाटकीय,0,0
8287,8287,4684.0,नाबालिग,0,0
8289,8289,4686.0,निष्कपट,0,0
8290,8290,4687.0,पड़ाव,0,0
8291,8291,4688.0,परिपूर्ण,0,0
8294,8294,4691.0,पूर्ण_पैमाने_पर,0,0
8297,8297,4694.0,प्रच्छन्न,0,0
8298,8298,4695.0,प्रतिरक्षा,0,0
8299,8299,4696.0,प्रत्यक्ष,0,0
8300,8300,4697.0,प्रधान,0,0
8302,8302,4699.0,प्रमाणित,0,0
8307,8307,4704.0,बढ़_रही_है,0,0
8308,8308,4705.0,बारंबार,0,0
8309,8309,4706.0,बिना_जाँचा,0,0
8310,8310,4707.0,बिल्कुल,0,0
8311,8311,4708.0,भरवां,0,0
8314,8314,4711.0,मजबूत_से_भी_उम्मीद_की,0,0
8315,8315,4712.0,महत्त्वपूर्ण_नतीज_पानेवाला,0,0
8318,8318,4715.0,मुख्य,0,0
8319,8319,4716.0,मुख्य_रूप_से,0,0
8321,8321,4718.0,लंबा,0,0
8323,8323,4720.0,वित्त_पोषित,0,0
8324,8324,4721.0,विद्वत्तापूर्ण,0,0
8325,8325,4722.0,विरल,0,0
8329,8329,4726.0,विश्लेषणात्मक,0,0
8331,8331,4728.0,व्यवस्थित,0,0
8333,8333,4730.0,व्यापक_आधार,0,0
8337,8337,4734.0,सर्वाधिक,0,0
8338,8338,4735.0,साफ़,0,0
8339,8339,4736.0,सीखना,0,0
8341,8341,4738.0,सुधारात्मक,0,0
8342,8342,4739.0,सुस्त,0,0
8343,8343,4740.0,सूचनात्मक,0,0
8344,8344,4741.0,अंतर,0,0
8345,8345,4742.0,अति_सूक्ष्म_अंतर,0,0
8346,8346,4743.0,अनुमान,0,0
8347,8347,4744.0,अभिव्यक्ति,0,0
8348,8348,4745.0,अवतार,0,0
8350,8350,4747.0,अहसास,0,0
8351,8351,4748.0,आउटलुक,0,0
8352,8352,4749.0,आकलन,0,0
8353,8353,4750.0,आधे_रास्ते,0,0
8354,8354,4751.0,आवश्यकताओं,0,0
8355,8355,4752.0,आश्रित,0,0
8356,8356,4753.0,आसन,0,0
8357,8357,4754.0,आस्था,0,0
8358,8358,4755.0,इरादा,0,0
8359,8359,4756.0,इरादों,0,0
8360,8360,4757.0,इशारों,0,0
8361,8361,4758.0,इस_बात_को_दोहराया,0,0
8362,8362,4759.0,उद्देश्य,0,0
8364,8364,4761.0,एहसास,0,0
8365,8365,4762.0,ओथडोक्सी,0,0
8366,8366,4763.0,कर्तव्य,0,0
8367,8367,4764.0,कल्पना,0,0
8368,8368,4765.0,कहानी,0,0
8369,8369,4766.0,कार्यकर्ता,0,0
8370,8370,4767.0,किले,0,0
8371,8371,4768.0,किशोरों,0,0
8372,8372,4769.0,कूटनीति,0,0
8373,8373,4770.0,के_विचार,0,0
8375,8375,4772.0,खाई,0,0
8376,8376,4773.0,खिलाड़ी,0,0
8377,8377,4774.0,गठबंधनों,0,0
8378,8378,4775.0,गीत,0,0
8379,8379,4776.0,चेतना,0,0
8380,8380,4777.0,छू,0,0
8381,8381,4778.0,ज़रूरत,0,0
8383,8383,4780.0,ज़ोर_देना,0,0
8384,8384,4781.0,जागरूकता,0,0
8386,8386,4783.0,ज्ञान,0,0
8387,8387,4784.0,झपकी,0,0
8388,8388,4785.0,झूला,0,0
8389,8389,4786.0,टिप्पणी,0,0
8390,8390,4787.0,टीकाकार,0,0
8391,8391,4788.0,डंडे,0,0
8392,8392,4789.0,ड्यूटी,0,0
8393,8393,4790.0,तत्परता,0,0
8396,8396,4793.0,दबावों,0,0
8397,8397,4794.0,दर्शाती,0,0
8398,8398,4795.0,दिखावट,0,0
8399,8399,4796.0,दिग्गज,0,0
8401,8401,4798.0,दृष्टिकोण,0,0
8402,8402,4799.0,दोहराती,0,0
8403,8403,4800.0,धारणा,0,0
8404,8404,4801.0,धारणाओं,0,0
8406,8406,4803.0,ध्यान_में_रखते,0,0
8407,8407,4804.0,नजरिए,0,0
8408,8408,4805.0,निर्णय,0,0
8409,8409,4806.0,निहित,0,0
8410,8410,4807.0,परिप्रेक्ष्य,0,0
8411,8411,4808.0,पहल,0,0
8412,8412,4809.0,पारदर्शक,0,0
8413,8413,4810.0,पारदर्शिता,0,0
8414,8414,4811.0,पूरा_समय,0,0
8415,8415,4812.0,प्रकृति,0,0
8416,8416,4813.0,प्रतिक्रिया,0,0
8417,8417,4814.0,प्रतिक्रियाओं,0,0
8419,8419,4816.0,प्रभुता,0,0
8421,8421,4818.0,प्रवृत्ति,0,0
8423,8423,4820.0,फिक्सर,0,0
8425,8425,4822.0,बयान,0,0
8426,8426,4823.0,बयानों,0,0
8427,8427,4824.0,बारीकियों,0,0
8428,8428,4825.0,बिंदु,0,0
8433,8433,4830.0,भौहें,0,0
8434,8434,4831.0,मंत्र,0,0
8435,8435,4832.0,मानसिकता,0,0
8437,8437,4834.0,मुद्रा,0,0
8438,8438,4835.0,मूल्यांकन,0,0
8439,8439,4836.0,यादें,0,0
8440,8440,4837.0,रवैया,0,0
8441,8441,4838.0,राय,0,0
8442,8442,4839.0,रुख,0,0
8443,8443,4840.0,विचार,0,0
8444,8444,4841.0,विरासत,0,0
8446,8446,4843.0,विशालता,0,0
8447,8447,4844.0,विश्वासों,0,0
8448,8448,4845.0,विषय_में,0,0
8449,8449,4846.0,शक्ति,0,0
8450,8450,4847.0,संकेत,0,0
8451,8451,4848.0,संकेतों,0,0
8452,8452,4849.0,संबंधों,0,0
8454,8454,4851.0,संविधानों,0,0
8455,8455,4852.0,सट्टा,0,0
8456,8456,4853.0,सदृश,0,0
8457,8457,4854.0,समीक्षा,0,0
8458,8458,4855.0,सूचक,0,0
8459,8459,4856.0,सोच,0,0
8461,8461,4858.0,स्वभाव,0,0
8462,8462,4859.0,स्वयं_परीक्षा,0,0
8463,8463,4860.0,स्वर,0,0
8466,8466,4863.0,अनुपात_में,0,0
8467,8467,4864.0,काफी_हद_तक,0,0
8469,8469,4866.0,दृढ़ता_से,0,0
8470,8470,4867.0,पूरी_तरह_से,0,0
8471,8471,4868.0,प्रभावी_ढंग_से,0,0
8472,8472,4869.0,बहुत,0,0
8473,8473,4870.0,मूलरूप_में,0,0
8474,8474,4871.0,लाजि़मी,0,0
8475,8475,4872.0,विशेष_रूप_से,0,0
8476,8476,4873.0,शायद_ही_कभी,0,0
8477,8477,4874.0,अंत_में,0,0
8480,8480,4877.0,अधिकतर,0,0
8481,8481,4878.0,अन्त_में,0,0
8482,8482,4879.0,अन्य,0,0
8483,8483,4880.0,अब_तक,0,0
8484,8484,4881.0,अहा,0,0
8486,8486,4883.0,आभास,0,0
8487,8487,4884.0,आश्चर्य_की_बात_है,0,0
8488,8488,4885.0,इतना,0,0
8489,8489,4886.0,इस_प्रकार,0,0
8490,8490,4887.0,इसलिये,0,0
8491,8491,4888.0,इसी_तरह,0,0
8492,8492,4889.0,एचएम,0,0
8493,8493,4890.0,ऐसा,0,0
8494,8494,4891.0,ओह,0,0
8497,8497,4894.0,किसी_भी_तरह,0,0
8498,8498,4895.0,कुछ,0,0
8499,8499,4896.0,कुल_मिलाकर,0,0
8500,8500,4897.0,के_अतिरिक्त,0,0
8502,8502,4899.0,गठबंधन,0,0
8504,8504,4901.0,चहुंमुखी,0,0
8507,8507,4904.0,जाहिरा,0,0
8509,8509,4906.0,तथ्य,0,0
8510,8510,4907.0,तथ्यों,0,0
8511,8511,4908.0,तलाश_में,0,0
8514,8514,4911.0,दिखाई_देते_हैं,0,0
8516,8516,4913.0,नाटकीय_ढंग_से,0,0
8517,8517,4914.0,निश्चित_रूप_से,0,0
8518,8518,4915.0,पता_चलता_है,0,0
8519,8519,4916.0,परिचित,0,0
8521,8521,4918.0,पहचानने_योग्य,0,0
8523,8523,4920.0,प्रतीत,0,0
8524,8524,4921.0,प्रदर्शन,0,0
8525,8525,4922.0,फलस्वरूप,0,0
8526,8526,4923.0,फिर_भी,0,0
8532,8532,4929.0,मानना,0,0
8533,8533,4930.0,मालूम_होता_है,0,0
8534,8534,4931.0,मिमी,0,0
8535,8535,4932.0,मुमकिन_है,0,0
8536,8536,4933.0,मूल_रूप_से,0,0
8537,8537,4934.0,लगता_है,0,0
8538,8538,4935.0,लेकिन,0,0
8539,8539,4936.0,वास्तव_में,0,0
8541,8541,4938.0,विदित_है,0,0
8543,8543,4940.0,वैसे_भी,0,0
8544,8544,4941.0,शायद,0,0
8548,8548,4945.0,संभवतः,0,0
8550,8550,4947.0,सकता_है,0,0
8557,8557,4954.0,हम्म,0,0
8558,8558,4955.0,हाँ,0,0
8559,8559,4956.0,हालांकि,0,0
8560,8560,4957.0,हैरत_की_बात_है,0,0
8563,8563,4960.0,अनुभूति,0,0
8565,8565,4962.0,अनुमान_करना,0,0
8568,8568,4965.0,आग_लगना,0,0
8569,8569,4966.0,आगम_करना,0,0
8570,8570,4967.0,आराधना_करना,0,0
8571,8571,4968.0,आशंका_करना,0,0
8575,8575,4972.0,कल्पना_करना,0,0
8576,8576,4973.0,गुप्त_रूप_से_बताना,0,0
8579,8579,4976.0,जानता_था,0,0
8580,8580,4977.0,जानना,0,0
8581,8581,4978.0,टिंट,0,0
8582,8582,4979.0,ट्रांसपोर्ट,0,0
8583,8583,4980.0,तय_है,0,0
8584,8584,4981.0,तल्लीन,0,0
8585,8585,4982.0,ताकना,0,0
8586,8586,4983.0,तुरत-फुरत_कहना,0,0
8587,8587,4984.0,दबाव_का_चिह्न,0,0
8588,8588,4985.0,देख_लेना,0,0
8589,8589,4986.0,ध्यान_करना,0,0
8590,8590,4987.0,परिणाम_निकालना,0,0
8591,8591,4988.0,पहले_से_कह_देना,0,0
8594,8594,4991.0,प्रभावित_कर,0,0
8595,8595,4992.0,प्रेरित_करना,0,0
8597,8597,4994.0,बार_बार_दुहराना,0,0
8598,8598,4995.0,बीनना,0,0
8599,8599,4996.0,भविष्य_बतलाना,0,0
8600,8600,4997.0,मंज़िल,0,0
8601,8601,4998.0,मतलब,0,0
8602,8602,4999.0,महसूस_किया,0,0
8604,8604,5001.0,मामला,0,0
8605,8605,5002.0,मूर्ख_बनाना,0,0
8606,8606,5003.0,मूल्यांकन_करना,0,0
8609,8609,5006.0,लगाना,0,0
8610,8610,5007.0,लीन,0,0
8611,8611,5008.0,विचार_करना,0,0
8612,8612,5009.0,व्याख्या_करना,0,0
8613,8613,5010.0,शांत_करना,0,0
8614,8614,5011.0,समझना,0,0
8616,8616,5013.0,सम्मोहित,0,0
8619,8619,5016.0,स्पर्श,0,0
8620,8620,5017.0,स्वगत_भाषण_करना,0,0
8623,8623,5020.0,हवा,0,0
8626,2,,परवर्ती,1,0
8628,4,,बढ़िया,1,0
8629,5,,सौभाग्यशाली,1,0
8630,6,,खुशकिस्मत,1,0
8631,7,,खुशनसीब,1,0
8632,8,,तक़दीर_वाला,1,0
8633,9,,नसीब_वाला,1,0
8634,10,,भाग्यवान,1,0
8636,12,,ख़ुशक़िस्मत,1,0
8637,13,,ख़ुशनसीब,1,0
8638,14,,दुर्भाग्यशाली,0,1
8640,16,,बदनसीब,0,1
8641,17,,भाग्यहीन,0,1
8644,20,,मंदभाग्य,0,1
8645,21,,बदक़िस्मत,0,1
8646,22,,दईमारा,0,1
8648,24,,कमबख़्त,0,1
8649,25,,अधन्य,0,1
8651,27,,आवासहीन,0,1
8652,28,,आश्रयहीन,0,1
8653,29,,गृहहीन,0,1
8654,30,,गृहविहीन,0,1
8655,31,,बेघर,0,1
8656,32,,बेघरबार,0,1
8657,33,,अगतिक,0,1
8658,34,,अगेह,0,1
8659,35,,अनिकेत,0,1
8661,37,,सुगन्धित,1,0
8663,39,,सुगंधपूर्ण,1,0
8664,40,,सुरभित,1,0
8665,41,,अधिवासित,1,0
8666,42,,खुशबूदार,1,0
8668,44,,दुर्गंधपूर्ण,0,1
8670,46,,दुर्गंधित,0,1
8671,47,,लगा,0,0
8672,48,,लगा_हुआ,0,0
8674,50,,अश्लिष्ट,0,1
8675,51,,असंयुक्त,0,1
8676,52,,असंयोजित,0,1
8679,55,,अजुड़ा,0,1
8680,56,,अजोड़,0,0
8681,57,,पृथक्,0,1
8682,58,,जुदा,0,1
8684,60,,अपृक्त,0,0
8685,61,,पराधीन,0,1
8687,63,,परतंत्र,0,1
8688,64,,अन्याधीन,0,1
8689,65,,अपरवश,0,1
8690,66,,परवश,0,1
8691,67,,अवश,0,1
8692,68,,अबस,0,1
8693,69,,अधिकतः,0,0
8694,70,,अधिकांशतः,0,0
8695,71,,प्रायः,0,0
8698,74,,अम्लान,1,0
8700,76,,बसिया,1,0
8701,77,,कठिनाई_से,0,1
8702,78,,जैसे_तैसे,0,1
8703,79,,मुश्किल_से,0,1
8704,80,,कठिनतः,0,1
8705,81,,सड़ा,0,1
8706,82,,जड़,0,1
8707,83,,अचैतन्य,0,1
8708,84,,जड़त्वयुक्त,0,1
8709,85,,स्थूल,0,1
8710,86,,अजैव,0,1
8711,87,,भौतिक,0,1
8712,88,,अचेतन,0,1
8713,89,,चेतनारहित,0,1
8714,90,,अजीव,0,1
8715,91,,अनात्म,0,1
8716,92,,आत्मारहित,0,1
8717,93,,हत,0,1
8718,94,,वधित,0,1
8719,95,,मक़तूल,0,1
8720,96,,दोस्ताना,0,1
8722,98,,मित्रतापूर्ण,0,1
8723,99,,मित्रोचित,0,1
8725,101,,मृतजात,0,1
8726,102,,बर्फीला,0,0
8727,103,,बर्फानी,0,0
8728,104,,बर्फ़ानी,0,0
8729,105,,बर्फ़ीला,0,0
8730,106,,बरफीला,0,0
8731,107,,बरफानी,0,0
8732,108,,बरफ़ानी,0,0
8733,109,,बरफ़ीला,0,0
8734,110,,हिमयुक्त,0,0
8735,111,,फलदार,1,0
8736,112,,फलद,1,0
8737,113,,फलदायी,1,0
8739,115,,अफल,0,1
8740,116,,अफलित,0,1
8741,117,,फलहीन,0,1
8742,118,,फलरहित,0,1
8743,119,,फलविहीन,0,1
8745,121,,नाकामयाब,0,1
8747,123,,नाकाम,0,1
8748,124,,निष्फल,0,1
8749,125,,निस्संतान,0,1
8750,126,,निःसंतान,0,1
8751,127,,बेऔलाद,0,1
8752,128,,संतानहीन,0,1
8753,129,,संतानरहित,0,1
8754,130,,अऊत,0,1
8755,131,,अनपत्य,0,1
8756,132,,भली-भाँति,0,1
8757,133,,भली_भाँति,0,1
8758,134,,भरपूर,0,1
8760,136,,भली-भांति,0,1
8761,137,,भली_भांति,0,1
8762,138,,भलीभांति,0,1
8764,140,,ख़ाली,0,0
8766,142,,रीता,0,0
8768,144,,संरचनात्मक,0,0
8769,145,,चटोरा,0,0
8770,146,,स्वादलोलुप,0,0
8771,147,,चटोर,0,0
8772,148,,पंखहीन,0,1
8773,149,,पक्षरहित,0,1
8774,150,,अपक्ष,0,1
8775,151,,अपच्छी,0,1
8776,152,,अपत्र,0,0
8777,153,,धड़कना,0,0
